YYYY-MM-DD,hh:mm,Original,Calculated,Flag
1984-03-01,--:--,-999,0.342,100
1984-04-01,--:--,-999,0.118,100
1984-05-01,--:--,-999,0.045,100
1984-06-01,--:--,-999,0,100
1984-07-01,--:--,-999,0,100
1984-08-01,--:--,-999,0,100
1984-09-01,--:--,-999,0,100
1984-10-01,--:--,-999,0,100
1984-11-01,--:--,-999,0,100
1984-12-01,--:--,-999,1.819,100
1985-01-01,--:--,-999,0.679,100
1985-02-01,--:--,-999,1.15,100
1985-03-01,--:--,-999,0.663,100
1985-04-01,--:--,-999,0.41,100
1985-05-01,--:--,-999,0.18,100
1985-06-01,--:--,-999,0,100
1985-07-01,--:--,-999,0,100
1985-08-01,--:--,-999,0,100
1985-09-01,--:--,-999,0,100
1985-10-01,--:--,-999,0,100
1985-11-01,--:--,-999,1.059,100
1985-12-01,--:--,-999,0.577,100
1986-01-01,--:--,-999,0.151,100
1986-02-01,--:--,-999,2.668,100
1986-03-01,--:--,-999,5.201,100
1986-04-01,--:--,-999,0.914,100
1986-05-01,--:--,-999,0.333,100
1986-06-01,--:--,-999,0.312,100
1986-07-01,--:--,-999,0.027,100
1986-08-01,--:--,-999,0,100
1986-09-01,--:--,-999,0.141,100
1986-10-01,--:--,-999,0.185,100
1986-11-01,--:--,-999,0.483,100
1986-12-01,--:--,-999,0.493,100
1987-01-01,--:--,-999,0.706,100
1987-02-01,--:--,-999,0.517,100
1987-03-01,--:--,-999,0.109,100
1987-04-01,--:--,-999,0.121,100
1987-05-01,--:--,-999,0.053,100
1987-06-01,--:--,-999,0.003,100
1987-07-01,--:--,-999,0,100
1987-08-01,--:--,-999,0,100
1987-09-01,--:--,-999,0,100
1987-10-01,--:--,-999,0.139,100
1987-11-01,--:--,-999,0.986,100
1987-12-01,--:--,-999,1.005,100
1988-01-01,--:--,-999,1.203,100
1988-02-01,--:--,-999,0.438,100
1988-03-01,--:--,-999,0.305,100
1988-04-01,--:--,-999,0.305,100
1988-05-01,--:--,-999,0.202,100
1988-06-01,--:--,-999,0.02,100
1988-07-01,--:--,-999,0,100
1988-08-01,--:--,-999,0,100
1988-09-01,--:--,-999,0,100
1988-10-01,--:--,-999,0,100
1988-11-01,--:--,-999,0.042,100
1988-12-01,--:--,-999,0.474,100
1989-01-01,--:--,-999,0.304,100
1989-02-01,--:--,-999,0.234,100
1989-03-01,--:--,-999,0.171,100
1989-04-01,--:--,-999,0.137,100
1989-05-01,--:--,-999,0.118,100
1989-06-01,--:--,-999,0.082,100
1989-07-01,--:--,-999,0,100
1989-08-01,--:--,-999,0,100
1989-09-01,--:--,-999,0,100
1989-10-01,--:--,-999,0,100
1989-11-01,--:--,-999,0.138,100
1989-12-01,--:--,-999,0,100
1990-01-01,--:--,-999,0.204,100
1990-02-01,--:--,-999,0.482,100
1990-03-01,--:--,-999,0.164,100
1990-04-01,--:--,-999,0.25,100
1990-05-01,--:--,-999,0.159,100
1990-06-01,--:--,-999,0.181,100
1990-07-01,--:--,-999,0.024,100
1990-08-01,--:--,-999,0,100
1990-09-01,--:--,-999,0,100
1990-10-01,--:--,-999,0,100
1990-11-01,--:--,-999,0.041,100
1990-12-01,--:--,-999,0.161,100
1991-01-01,--:--,-999,0.134,100
1991-02-01,--:--,-999,0.482,100
1991-03-01,--:--,-999,14.141,100
1991-04-01,--:--,-999,1.129,100
1991-05-01,--:--,-999,0.353,100
1991-06-01,--:--,-999,0.207,100
1991-07-01,--:--,-999,0.113,100
1991-08-01,--:--,-999,0.061,100
1991-09-01,--:--,-999,0.081,100
1991-10-01,--:--,-999,0.046,100
1991-11-01,--:--,-999,0.057,100
1991-12-01,--:--,-999,0.34,100
1992-01-01,--:--,-999,1.536,100
1992-02-01,--:--,-999,5.626,100
1992-03-01,--:--,-999,5.157,100
1992-04-01,--:--,-999,1.792,100
1992-05-01,--:--,-999,0.659,100
1992-06-01,--:--,-999,0.34,100
1992-07-01,--:--,-999,0.165,100
1992-08-01,--:--,-999,0.089,100
1992-09-01,--:--,-999,0.043,100
1992-10-01,--:--,-999,0.168,100
1992-11-01,--:--,-999,0.083,100
1992-12-01,--:--,-999,1.279,100
1993-01-01,--:--,-999,64.035,100
1993-02-01,--:--,-999,36.688,100
1993-03-01,--:--,-999,6.986,100
1993-04-01,--:--,-999,3.337,100
1993-05-01,--:--,-999,1.969,100
1993-06-01,--:--,-999,0.874,100
1993-07-01,--:--,-999,0.26,100
1993-08-01,--:--,-999,0.23,100
1993-09-01,--:--,-999,0.147,100
1993-10-01,--:--,-999,0.51,100
1993-11-01,--:--,-999,0.25,100
1993-12-01,--:--,-999,0.331,100
1994-01-01,--:--,-999,0.452,100
1994-02-01,--:--,-999,3.64,100
1994-03-01,--:--,-999,2.004,100
1994-04-01,--:--,-999,1.022,100
1994-05-01,--:--,-999,0.607,100
1994-06-01,--:--,-999,0.238,100
1994-07-01,--:--,-999,0.074,100
1994-08-01,--:--,-999,0,100
1994-09-01,--:--,-999,0,100
1994-10-01,--:--,-999,0,100
1994-11-01,--:--,-999,0.035,100
1994-12-01,--:--,-999,0.252,100
1995-01-01,--:--,-999,19.54,100
1995-02-01,--:--,-999,10.14,100
1995-03-01,--:--,-999,25.369,100
1995-04-01,--:--,-999,3.854,100
1995-05-01,--:--,-999,1.783,100
1995-06-01,--:--,-999,0.893,100
1995-07-01,--:--,-999,0.273,100
1995-08-01,--:--,-999,0.128,100
1995-09-01,--:--,-999,0.101,100
1995-10-01,--:--,-999,0.06,100
1995-11-01,--:--,-999,0.112,100
1995-12-01,--:--,-999,0.287,100
1996-01-01,--:--,-999,0.349,100
1996-02-01,--:--,-999,2.211,100
1996-03-01,--:--,-999,1.793,100
1996-04-01,--:--,-999,0.35,100
1996-05-01,--:--,-999,0.119,100
1996-06-01,--:--,-999,0.026,100
1996-07-01,--:--,-999,0,100
1996-08-01,--:--,-999,0,100
1996-09-01,--:--,-999,0,100
1996-10-01,--:--,-999,0,100
1996-11-01,--:--,-999,1.148,100
1996-12-01,--:--,-999,1.267,100
1997-01-01,--:--,-999,6.682,100
1997-02-01,--:--,-999,2.11,100
1997-03-01,--:--,-999,0.793,100
1997-04-01,--:--,-999,0.293,100
1997-05-01,--:--,-999,0.13,100
1997-06-01,--:--,-999,0.012,100
1997-07-01,--:--,-999,0,100
1997-08-01,--:--,-999,0,100
1997-09-01,--:--,-999,0,100
1997-10-01,--:--,-999,0,100
1997-11-01,--:--,-999,0.193,100
1997-12-01,--:--,-999,1.199,100
1998-01-01,--:--,-999,1.799,100
1998-02-01,--:--,-999,33.787,100
1998-03-01,--:--,-999,6.783,100
1998-04-01,--:--,-999,5.391,100
1998-05-01,--:--,-999,3.43,100
1998-06-01,--:--,-999,1.036,100
1998-07-01,--:--,-999,0.286,100
1998-08-01,--:--,-999,0.129,100
1998-09-01,--:--,-999,0.198,100
1998-10-01,--:--,-999,0.141,100
1998-11-01,--:--,-999,0.543,100
1998-12-01,--:--,-999,0.496,100
1999-01-01,--:--,-999,0.832,100
1999-02-01,--:--,-999,0.716,89
1999-03-01,--:--,-999,-999,0
1999-04-01,--:--,-999,-999,0
1999-05-01,--:--,-999,-999,0
1999-06-01,--:--,-999,-999,0
1999-07-01,--:--,-999,-999,0
1999-08-01,--:--,-999,-999,0
1999-09-01,--:--,-999,-999,0
1999-10-01,--:--,-999,-999,0
1999-11-01,--:--,-999,-999,0
1999-12-01,--:--,-999,-999,0
2000-01-01,--:--,-999,-999,0
2000-02-01,--:--,-999,-999,0
2000-03-01,--:--,-999,-999,0
2000-04-01,--:--,-999,-999,0
2000-05-01,--:--,-999,-999,0
2000-06-01,--:--,-999,-999,0
2000-07-01,--:--,-999,-999,0
2000-08-01,--:--,-999,-999,0
2000-09-01,--:--,-999,-999,0
2000-10-01,--:--,-999,-999,0
2000-11-01,--:--,-999,-999,0
2000-12-01,--:--,-999,-999,0
2001-01-01,--:--,-999,-999,0
2001-02-01,--:--,-999,-999,0
2001-03-01,--:--,-999,-999,0
2001-04-01,--:--,-999,-999,0
2001-05-01,--:--,-999,-999,0
2001-06-01,--:--,-999,-999,0
2001-07-01,--:--,-999,-999,0
2001-08-01,--:--,-999,-999,0
2001-09-01,--:--,-999,-999,0
2001-10-01,--:--,-999,0.047,100
2001-11-01,--:--,-999,0.351,100
2001-12-01,--:--,-999,0.625,100
2002-01-01,--:--,-999,0.209,100
2002-02-01,--:--,-999,0.274,100
2002-03-01,--:--,-999,0.34,100
2002-04-01,--:--,-999,0.115,100
2002-05-01,--:--,-999,0.106,100
2002-06-01,--:--,-999,0.035,100
2002-07-01,--:--,-999,0,100
2002-08-01,--:--,-999,0,100
2002-09-01,--:--,-999,0,100
2002-10-01,--:--,-999,0,100
2002-11-01,--:--,-999,0,100
2002-12-01,--:--,-999,0.611,100
2003-01-01,--:--,-999,0.331,100
2003-02-01,--:--,-999,5.642,100
2003-03-01,--:--,-999,6.652,100
2003-04-01,--:--,-999,2.476,100
2003-05-01,--:--,-999,0.915,100
2003-06-01,--:--,-999,0.662,100
2003-07-01,--:--,-999,0.469,100
2003-08-01,--:--,-999,0.37,100
2003-09-01,--:--,-999,0.332,100
2003-10-01,--:--,-999,0.23,100
2003-11-01,--:--,-999,0.401,100
2003-12-01,--:--,-999,0.639,100
2004-01-01,--:--,-999,0.625,100
2004-02-01,--:--,-999,2.581,100
2004-03-01,--:--,-999,0.778,100
2004-04-01,--:--,-999,0.567,100
2004-05-01,--:--,-999,0.142,100
2004-06-01,--:--,-999,0.055,100
2004-07-01,--:--,-999,0.044,100
2004-08-01,--:--,-999,0.009,100
2004-09-01,--:--,-999,0,100
2004-10-01,--:--,-999,6.045,100
2004-11-01,--:--,-999,1.28,100
2004-12-01,--:--,-999,3.455,100
2005-01-01,--:--,-999,42.302,100
2005-02-01,--:--,-999,19.771,100
2005-03-01,--:--,-999,6.704,100
2005-04-01,--:--,-999,2.45,100
2005-05-01,--:--,-999,1.733,100
2005-06-01,--:--,-999,0.749,100
2005-07-01,--:--,-999,0.441,100
2005-08-01,--:--,-999,0.366,100
2005-09-01,--:--,-999,0.38,100
2005-10-01,--:--,-999,0.173,100
2005-11-01,--:--,-999,0.3,100
2005-12-01,--:--,-999,0.686,100
2006-01-01,--:--,-999,1.55,100
2006-02-01,--:--,-999,1.425,100
2006-03-01,--:--,-999,1.634,100
2006-04-01,--:--,-999,2.265,100
2006-05-01,--:--,-999,0.483,100
2006-06-01,--:--,-999,0.265,100
2006-07-01,--:--,-999,0.035,100
2006-08-01,--:--,-999,0.002,100
2006-09-01,--:--,-999,0.059,100
2006-10-01,--:--,-999,0.182,100
2006-11-01,--:--,-999,0.112,100
2006-12-01,--:--,-999,0.069,100
2007-01-01,--:--,-999,0.107,100
2007-02-01,--:--,-999,0.427,100
2007-03-01,--:--,-999,0.429,100
2007-04-01,--:--,-999,0.358,100
2007-05-01,--:--,-999,0.145,100
2007-06-01,--:--,-999,0.049,100
2007-07-01,--:--,-999,0,100
2007-08-01,--:--,-999,0,100
2007-09-01,--:--,-999,0,100
2007-10-01,--:--,-999,0.068,100
2007-11-01,--:--,-999,0.218,100
2007-12-01,--:--,-999,1.557,100
2008-01-01,--:--,-999,7.137,100
2008-02-01,--:--,-999,3.618,100
2008-03-01,--:--,-999,0.879,100
2008-04-01,--:--,-999,0.316,100
2008-05-01,--:--,-999,0.491,100
2008-06-01,--:--,-999,0.202,100
2008-07-01,--:--,-999,0.031,100
2008-08-01,--:--,-999,0,100
2008-09-01,--:--,-999,0,100
2008-10-01,--:--,-999,0.297,100
2008-11-01,--:--,-999,0.222,100
2008-12-01,--:--,-999,3.735,100
2009-01-01,--:--,-999,0.409,100
2009-02-01,--:--,-999,3.4,100
2009-03-01,--:--,-999,0.735,100
2009-04-01,--:--,-999,0.343,100
2009-05-01,--:--,-999,0.159,100
2009-06-01,--:--,-999,0.153,100
2009-07-01,--:--,-999,0.124,100
2009-08-01,--:--,-999,0.02,100
2009-09-01,--:--,-999,0,100
2009-10-01,--:--,-999,0,100
2009-11-01,--:--,-999,0,100
2009-12-01,--:--,-999,1.499,100
2010-01-01,--:--,-999,14.117,100
2010-02-01,--:--,-999,6.701,100
2010-03-01,--:--,-999,1.454,100
2010-04-01,--:--,-999,1.164,100
2010-05-01,--:--,-999,0.455,100
2010-06-01,--:--,-999,0.178,100
2010-07-01,--:--,-999,0.098,100
2010-08-01,--:--,-999,0.031,100
2010-09-01,--:--,-999,0,100
2010-10-01,--:--,-999,0.027,100
2010-11-01,--:--,-999,0.071,100
2010-12-01,--:--,-999,30.226,100
2011-01-01,--:--,-999,3.6,100
2011-02-01,--:--,-999,4.111,100
2011-03-01,--:--,-999,3.939,100
2011-04-01,--:--,-999,1.515,100
2011-05-01,--:--,-999,0.707,100
2011-06-01,--:--,-999,0.549,100
2011-07-01,--:--,-999,0.372,100
2011-08-01,--:--,-999,0.228,100
2011-09-01,--:--,-999,0.224,100
2011-10-01,--:--,-999,0.157,100
2011-11-01,--:--,-999,0.268,100
2011-12-01,--:--,-999,0.447,100
2012-01-01,--:--,-999,0.373,100
2012-02-01,--:--,-999,0.484,100
2012-03-01,--:--,-999,1.115,100
2012-04-01,--:--,-999,0.621,100
2012-05-01,--:--,-999,0.256,100
2012-06-01,--:--,-999,0.123,100
2012-07-01,--:--,-999,0,100
2012-08-01,--:--,-999,0,100
2012-09-01,--:--,-999,0,100
2012-10-01,--:--,-999,0,100
2012-11-01,--:--,-999,0,100
2012-12-01,--:--,-999,0.146,100
2013-01-01,--:--,-999,0.1,100
2013-02-01,--:--,-999,0.102,100
2013-03-01,--:--,-999,0.516,100
2013-04-01,--:--,-999,0.128,100
2013-05-01,--:--,-999,0.004,100
2013-06-01,--:--,-999,0,100
2013-07-01,--:--,-999,0,100
2013-08-01,--:--,-999,0,100
2013-09-01,--:--,-999,0.065,100
2013-10-01,--:--,-999,0,100
2013-11-01,--:--,-999,0,100
2013-12-01,--:--,-999,0,100
2014-01-01,--:--,-999,0,100
2014-02-01,--:--,-999,0.149,100
2014-03-01,--:--,-999,2.521,100
2014-04-01,--:--,-999,0.14,100
2014-05-01,--:--,-999,0.08,100
2014-06-01,--:--,-999,0,100
2014-07-01,--:--,-999,0,100
2014-08-01,--:--,-999,0,100
2014-09-01,--:--,-999,0.059,100
2014-10-01,--:--,-999,0,100
2014-11-01,--:--,-999,0,100
2014-12-01,--:--,-999,1.404,100
2015-01-01,--:--,-999,0.366,100
2015-02-01,--:--,-999,0.344,100
2015-03-01,--:--,-999,0.299,100
2015-04-01,--:--,-999,0.215,100
2015-05-01,--:--,-999,0.299,100
2015-06-01,--:--,-999,0.095,100
2015-07-01,--:--,-999,0.002,100
2015-08-01,--:--,-999,0,100
2015-09-01,--:--,-999,0.14,100
2015-10-01,--:--,-999,0.02,100
2015-11-01,--:--,-999,0.022,100
2015-12-01,--:--,-999,0.035,100
2016-01-01,--:--,-999,0.879,100
2016-02-01,--:--,-999,0.344,100
2016-03-01,--:--,-999,0.147,100
2016-04-01,--:--,-999,0.146,100
2016-05-01,--:--,-999,0.112,100
2016-06-01,--:--,-999,0.002,100
2016-07-01,--:--,-999,0,100
2016-08-01,--:--,-999,0,100
2016-09-01,--:--,-999,0.12,100
2016-10-01,--:--,-999,0,100
2016-11-01,--:--,-999,0.001,100
2016-12-01,--:--,-999,1.678,100
2017-01-01,--:--,-999,16.488,100
2017-02-01,--:--,-999,5.277,100
2017-03-01,--:--,-999,2.611,100
2017-04-01,--:--,-999,0.611,100
2017-05-01,--:--,-999,0.66,100
2017-06-01,--:--,-999,0.338,100
2017-07-01,--:--,-999,0.125,100
2017-08-01,--:--,-999,0.078,100
2017-09-01,--:--,-999,0.055,100
2017-10-01,--:--,-999,0.044,100
2017-11-01,--:--,-999,0.146,100
2017-12-01,--:--,-999,0.066,100
2018-01-01,--:--,-999,1.784,100
2018-02-01,--:--,-999,0.277,100
2018-03-01,--:--,-999,0.51,100
2018-04-01,--:--,-999,0.19,100
2018-05-01,--:--,-999,0.027,100
2018-06-01,--:--,-999,0,100
2018-07-01,--:--,-999,0,100
2018-08-01,--:--,-999,0,100
2018-09-01,--:--,-999,0,100
2018-10-01,--:--,-999,0,100
2018-11-01,--:--,-999,0,100
2018-12-01,--:--,-999,0.262,100
2019-01-01,--:--,-999,1.371,100
2019-02-01,--:--,-999,9.818,93
2019-03-01,--:--,-999,2.8,100
2019-04-01,--:--,-999,0.721,100
2019-05-01,--:--,-999,0.802,100
2019-06-01,--:--,-999,0.343,100
2019-07-01,--:--,-999,0.097,100
2019-08-01,--:--,-999,0.014,100
2019-09-01,--:--,-999,0,100
2019-10-01,--:--,-999,0.056,100
2019-11-01,--:--,-999,1.201,100
2019-12-01,--:--,-999,1.937,100
2020-01-01,--:--,-999,0.419,100
2020-02-01,--:--,-999,0.315,100
2020-03-01,--:--,-999,4.99,100
2020-04-01,--:--,-999,11.503,100
2020-05-01,--:--,-999,0.53,100
2020-06-01,--:--,-999,0.289,100
2020-07-01,--:--,-999,0.137,100
2020-08-01,--:--,-999,0.002,100
2020-09-01,--:--,-999,0.138,100
2020-10-01,--:--,-999,0.231,100
2020-11-01,--:--,-999,0,100
2020-12-01,--:--,-999,0.399,100
2021-01-01,--:--,-999,0.616,100
2021-02-01,--:--,-999,0.204,100
2021-03-01,--:--,-999,0.437,100
2021-04-01,--:--,-999,0.252,100
2021-05-01,--:--,-999,0.017,100
2021-06-01,--:--,-999,0,100
2021-07-01,--:--,-999,0,100
2021-08-01,--:--,-999,0,100
2021-09-01,--:--,-999,0,100
2021-10-01,--:--,-999,0,100
2021-11-01,--:--,-999,0,100
2021-12-01,--:--,-999,4.002,100
2022-01-01,--:--,-999,0.214,100
2022-02-01,--:--,-999,0.008,100
2022-03-01,--:--,-999,0.132,100
2022-04-01,--:--,-999,0.053,100
2022-05-01,--:--,-999,-999,6
